"month","year","H_OVALIS","SEDIMENT","TIDAL","DEPTH","monthly_avg_temp_2.0m","monthly_avg_temp_9.0m","monthly_mean_coral_cover_percentage","monthly_fish_species"
1,1999,"No","Sand","subtidal",9.279569626,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",5.215400219,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",10.78660011,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",3.410909891,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",7.31058979,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",5.316679955,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Rubble","subtidal",1.798490047,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",3.933779955,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",11.67640018,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",1.370730042,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",6.399380207,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Rock","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Reef","subtidal",3.751490116,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",7.644639969,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",8.645799637,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",4.939439774,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",9.621970177,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",7.879419804,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Rock","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",7.403059959,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",4.205480099,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",7.756549835,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",14.03590012,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",2.256119967,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",4.688290119,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",3.529330015,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",5.383440018,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",2.491780043,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",2.962270021,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",5.796780109,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",2.247970104,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",14.53520012,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",2.328700066,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",2.827389956,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",3.032809973,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Shell","subtidal",3.096029997,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",9.009079933,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.495820045,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.087820053,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",3.801209927,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",2.375370026,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",0.857276022,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",11.76599979,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",4.090280056,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",4.765629768,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",2.671250105,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",0.665926993,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",2.681430101,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Shell","subtidal",2.863440037,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.52466011,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",3.162349939,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",3.244719982,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",7.470759869,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",8.030509949,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",3.419970036,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",5.617300034,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Gravel","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",3.694070101,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",5.032219887,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",4.142010212,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",6.368979931,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",19.63680077,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",6.540890217,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",3.217489958,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",3.312599897,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Shell","subtidal",2.794660091,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",3.286000013,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Shell","subtidal",2.978650093,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",5.334050179,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",3.769429922,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",4.449260235,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",6.405560017,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",7.099199772,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",3.446360111,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",4.091929913,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",3.568909884,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",5.344799995,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",7.333330154,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",1.021499991,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",3.807199955,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.256239891,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",5.116109848,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",8.7293396,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.862050056,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",3.864000082,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.142459869,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",4.97784996,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",5.383200169,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",3.476389885,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.316450119,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",2.607089996,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",1.914579988,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",2.091180086,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",2.15493989,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",30.56100082,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Reef","subtidal",3.141880035,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",2.5318501,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",5.279500008,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",13.88490009,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",13.34560013,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",2.587670088,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",2.897650003,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",4.454880238,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",4.519430161,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",8.199680328,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",1.899230003,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",2.678910017,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",7.388329983,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.594960213,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",4.05907011,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",2.773859978,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",5.543290138,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Rock","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",9.190999985,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",13.8895998,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Rock","subtidal",3.279230118,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",9.417019844,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",7.316150188,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",3.15282011,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.914209843,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",2.743799925,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",5.965370178,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",2.983939886,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",2.717540026,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",2.207360029,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",11.39210033,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",2.317589998,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",4.083059788,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",28.84700012,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",4.73608017,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",9.417019844,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",15.62440014,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",7.935080051,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",8.498689651,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",2.745569944,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Shell","subtidal",2.860630035,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",7.284770012,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",14.23649979,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Reef","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",6.70442009,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",2.769449949,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",5.823810101,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",5.257719994,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",16.12789917,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",5.760509968,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",5.400640011,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",4.854499817,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",4.015799999,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",9.476389885,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",4.329390049,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",14.61419964,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",6.417160034,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",31.11370087,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",6.61206007,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",8.365739822,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",3.596990108,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",13.66469955,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",9.115420341,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",3.974220037,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",4.425549984,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",2.766249895,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.04238987,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Shell","subtidal",2.654639959,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",2.120399952,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Rubble","subtidal",13.37419987,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",8.716170311,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",8.233329773,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.854549885,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Rock","subtidal",8.869819641,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Gravel","subtidal",1.615720034,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",5.189939976,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",6.107689857,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",3.791409969,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",4.286349773,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",12.69400024,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",3.542749882,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",11.09619999,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",5.563539982,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Rock","subtidal",2.66553998,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",5.118189812,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Rubble","subtidal",5.537199974,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",5.767660141,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Shell","subtidal",3.36074996,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",13.31110001,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",3.598619938,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",11.71860027,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",7.52779007,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",7.302390099,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",7.414929867,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",7.631559849,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",7.256309986,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",3.502850056,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",5.802279949,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",8.568889618,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",4.227930069,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",1.033650041,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",4.526770115,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",2.104579926,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",13.60990047,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",8.88973999,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",8.967470169,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",7.452839851,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",4.12925005,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",8.881230354,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Rock","subtidal",3.423379898,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",6.12954998,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",4.226590157,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Rock","subtidal",5.536220074,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",4.156340122,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Mud","subtidal",5.778349876,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",4.269279957,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",4.922800064,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Sand","subtidal",4.47755003,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","subtidal",8.967470169,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"Yes","Sand","intertidal",0,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",10.77789974,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",9.477930069,29.1910375,29.047675,23.2845556666667,54.5
1,1999,"No","Mud","subtidal",5.319650173,29.1910375,29.047675,23.2845556666667,54.5
