"date","mean_live_coral_cover_percent","lower_conf_int","upper_conf_int","conf_int_span"
1988-03-16,23.493217,21.949813,25.11023,3.160417
1988-03-26,23.464792,21.921346,25.082,3.160654
1988-04-04,23.436571,21.893049,25.05401,3.160961
1988-04-14,23.408556,21.864925,25.026261,3.161336
1988-04-23,23.380748,21.836977,24.998751,3.161774
1988-05-03,23.353147,21.809207,24.971481,3.162274
1988-05-12,23.325756,21.781618,24.944451,3.162833
1988-05-22,23.298575,21.754212,24.91766,3.163448
1988-05-31,23.271605,21.726992,24.891108,3.164116
1988-06-10,23.244849,21.699961,24.864796,3.164835
1988-06-19,23.218307,21.673121,24.838722,3.165601
1988-06-29,23.19198,21.646474,24.812887,3.166413
1988-07-08,23.16587,21.620023,24.787292,3.167269
1988-07-18,23.139978,21.59377,24.761934,3.168164
1988-07-28,23.114304,21.567718,24.736816,3.169098
1988-08-06,23.088852,21.54187,24.711936,3.170066
1988-08-16,23.063621,21.516227,24.687294,3.171067
1988-08-25,23.038613,21.490792,24.662891,3.172099
1988-09-04,23.013828,21.465568,24.638726,3.173158
1988-09-13,22.98927,21.440557,24.614799,3.174242
1988-09-23,22.964937,21.415761,24.591111,3.17535
1988-10-02,22.940833,21.391182,24.567661,3.176479
1988-10-12,22.916958,21.366823,24.544449,3.177626
1988-10-21,22.893313,21.342687,24.521475,3.178788
1988-10-31,22.869899,21.318775,24.49874,3.179965
1988-11-09,22.846718,21.29509,24.476243,3.181153
1988-11-19,22.823771,21.271635,24.453984,3.182349
1988-11-28,22.801059,21.24841,24.431964,3.183554
1988-12-08,22.778584,21.225419,24.410182,3.184763
1988-12-17,22.756346,21.202664,24.388639,3.185975
1988-12-27,22.734347,21.180148,24.367335,3.187187
1989-01-05,22.712588,21.157871,24.34627,3.188399
1989-01-15,22.69107,21.135837,24.325443,3.189606
1989-01-24,22.669795,21.114047,24.304856,3.190809
1989-02-03,22.648763,21.092505,24.284508,3.192003
1989-02-12,22.627977,21.071211,24.264399,3.193188
1989-02-22,22.607436,21.050169,24.244531,3.194362
1989-03-03,22.587143,21.029379,24.224902,3.195523
1989-03-13,22.567099,21.008845,24.205513,3.196668
1989-03-22,22.547304,20.988568,24.186365,3.197797
1989-04-01,22.527761,20.968551,24.167458,3.198907
1989-04-10,22.508469,20.948795,24.148792,3.199997
1989-04-20,22.489432,20.929302,24.130367,3.201065
1989-04-29,22.470649,20.910075,24.112184,3.202109
1989-05-09,22.452122,20.891116,24.094243,3.203127
1989-05-18,22.433852,20.872426,24.076545,3.204119
1989-05-28,22.415841,20.854007,24.059089,3.205082
1989-06-06,22.39809,20.835862,24.041877,3.206015
1989-06-16,22.380599,20.817993,24.024908,3.206915
1989-06-25,22.363371,20.8004,24.008184,3.207784
1989-07-05,22.346406,20.783087,23.991704,3.208617
1989-07-14,22.329706,20.766055,23.975469,3.209414
1989-07-24,22.313272,20.749306,23.95948,3.210174
1989-08-02,22.297104,20.732842,23.943738,3.210896
1989-08-12,22.281206,20.716665,23.928242,3.211577
1989-08-21,22.265577,20.700776,23.912993,3.212217
1989-08-31,22.250219,20.685178,23.897993,3.212815
1989-09-09,22.235133,20.669872,23.883241,3.213369
1989-09-19,22.220321,20.65486,23.868738,3.213878
1989-09-28,22.205784,20.640144,23.854486,3.214342
1989-10-08,22.191522,20.625726,23.840484,3.214758
1989-10-17,22.177538,20.611606,23.826733,3.215127
1989-10-27,22.163833,20.597788,23.813235,3.215447
1989-11-05,22.150407,20.584273,23.799989,3.215716
1989-11-15,22.137263,20.571063,23.786997,3.215934
1989-11-24,22.124401,20.558158,23.77426,3.216102
1989-12-04,22.111823,20.545562,23.761778,3.216216
1989-12-13,22.09953,20.533275,23.749552,3.216277
1989-12-23,22.087524,20.5213,23.737584,3.216284
1990-01-01,22.075805,20.509637,23.725874,3.216237
1990-01-11,22.064376,20.498289,23.714422,3.216133
1990-01-20,22.053236,20.487257,23.703231,3.215974
1990-01-30,22.042389,20.476543,23.692301,3.215758
1990-02-08,22.031834,20.466149,23.681632,3.215483
1990-02-18,22.021574,20.456075,23.671227,3.215152
1990-02-27,22.01161,20.446324,23.661087,3.214763
1990-03-09,22.001943,20.436897,23.651211,3.214314
1990-03-18,21.992574,20.427796,23.641602,3.213806
1990-03-28,21.983505,20.419022,23.632261,3.213239
1990-04-06,21.974737,20.410576,23.623189,3.212613
1990-04-16,21.966272,20.402461,23.614387,3.211926
1990-04-25,21.958111,20.394677,23.605856,3.211179
1990-05-05,21.950255,20.387226,23.597599,3.210373
1990-05-14,21.942707,20.38011,23.589615,3.209505
1990-05-24,21.935466,20.37333,23.581907,3.208577
1990-06-02,21.928535,20.366887,23.574476,3.207589
1990-06-12,21.921915,20.360782,23.567323,3.206541
1990-06-21,21.915607,20.355018,23.560451,3.205433
1990-07-01,21.909614,20.349596,23.553859,3.204263
1990-07-10,21.903936,20.344516,23.547551,3.203035
1990-07-20,21.898574,20.33978,23.541527,3.201747
1990-07-29,21.893531,20.33539,23.535789,3.200399
1990-08-08,21.888808,20.331346,23.53034,3.198994
1990-08-17,21.884406,20.327651,23.52518,3.197529
1990-08-27,21.880327,20.324305,23.520311,3.196006
1990-09-05,21.876572,20.321309,23.515736,3.194427
1990-09-15,21.873143,20.318665,23.511455,3.19279
1990-09-24,21.87004,20.316373,23.507471,3.191098
1990-10-04,21.867261,20.314428,23.50378,3.189352
1990-10-13,21.864802,20.312828,23.500383,3.187555
1990-10-23,21.86266,20.311567,23.497276,3.185709
1990-11-01,21.860834,20.310643,23.494458,3.183815
1990-11-11,21.859319,20.310051,23.491928,3.181877
1990-11-20,21.858113,20.309787,23.489683,3.179896
1990-11-30,21.857213,20.309848,23.487722,3.177874
1990-12-09,21.856617,20.310229,23.486044,3.175815
1990-12-19,21.85632,20.310926,23.484646,3.17372
1990-12-28,21.856321,20.311936,23.483527,3.171591
1991-01-07,21.856617,20.313255,23.482685,3.16943
1991-01-16,21.857205,20.314878,23.48212,3.167242
1991-01-26,21.858081,20.316802,23.481829,3.165027
1991-02-04,21.859244,20.319023,23.48181,3.162787
1991-02-14,21.86069,20.321536,23.482063,3.160527
1991-02-23,21.862417,20.324339,23.482586,3.158247
1991-03-05,21.864421,20.327426,23.483377,3.155951
1991-03-14,21.8667,20.330794,23.484434,3.15364
1991-03-24,21.869252,20.33444,23.485757,3.151317
1991-04-02,21.872072,20.338358,23.487344,3.148986
1991-04-12,21.87516,20.342546,23.489193,3.146647
1991-04-21,21.878511,20.346999,23.491302,3.144303
1991-05-01,21.882124,20.351713,23.493672,3.141959
1991-05-10,21.885994,20.356685,23.496299,3.139614
1991-05-20,21.890121,20.361911,23.499183,3.137272
1991-05-29,21.8945,20.367386,23.502322,3.134936
1991-06-08,21.899129,20.373107,23.505715,3.132608
1991-06-17,21.904006,20.379069,23.50936,3.130291
1991-06-27,21.909128,20.38527,23.513256,3.127986
1991-07-06,21.914491,20.391704,23.517401,3.125697
1991-07-16,21.920094,20.398369,23.521795,3.123426
1991-07-25,21.925933,20.40526,23.526435,3.121175
1991-08-04,21.932006,20.412373,23.531321,3.118948
1991-08-13,21.93831,20.419705,23.53645,3.116745
1991-08-23,21.944842,20.427251,23.541822,3.114571
1991-09-01,21.9516,20.435008,23.547435,3.112427
1991-09-11,21.958581,20.442973,23.553288,3.110315
1991-09-20,21.965782,20.45114,23.559378,3.108238
1991-09-30,21.973201,20.459507,23.565706,3.106199
1991-10-09,21.980835,20.468069,23.572269,3.1042
1991-10-19,21.98868,20.476823,23.579065,3.102242
1991-10-28,21.996736,20.485765,23.586094,3.100329
1991-11-07,22.004998,20.49489,23.593354,3.098464
1991-11-16,22.013464,20.504197,23.600843,3.096646
1991-11-26,22.022131,20.51368,23.60856,3.09488
1991-12-05,22.030998,20.523335,23.616503,3.093168
1991-12-15,22.04006,20.53316,23.624672,3.091512
1991-12-24,22.049315,20.54315,23.633063,3.089913
1992-01-03,22.058762,20.553302,23.641677,3.088375
1992-01-12,22.068396,20.563612,23.65051,3.086898
1992-01-22,22.078215,20.574076,23.659563,3.085487
1992-01-31,22.088217,20.584691,23.668832,3.084141
1992-02-10,22.098399,20.595453,23.678316,3.082863
1992-02-20,22.108758,20.606359,23.688014,3.081655
1992-02-29,22.119292,20.617404,23.697925,3.080521
1992-03-10,22.129997,20.628585,23.708045,3.07946
1992-03-19,22.140871,20.639899,23.718374,3.078475
1992-03-29,22.151912,20.651342,23.72891,3.077568
1992-04-07,22.163117,20.662911,23.739651,3.07674
1992-04-17,22.174482,20.674602,23.750595,3.075993
1992-04-26,22.186006,20.686412,23.761741,3.075329
1992-05-06,22.197686,20.698336,23.773086,3.07475
1992-05-15,22.209518,20.710373,23.784629,3.074256
1992-05-25,22.221501,20.722517,23.796367,3.07385
1992-06-03,22.233631,20.734767,23.8083,3.073533
1992-06-13,22.245906,20.747118,23.820424,3.073306
1992-06-22,22.258323,20.759567,23.832738,3.073171
1992-07-02,22.270879,20.772111,23.84524,3.073129
1992-07-11,22.283572,20.784747,23.857927,3.07318
1992-07-21,22.296399,20.797471,23.870798,3.073327
1992-07-30,22.309357,20.81028,23.88385,3.07357
1992-08-09,22.322443,20.823171,23.897082,3.073911
1992-08-18,22.335655,20.836141,23.91049,3.074349
1992-08-28,22.34899,20.849186,23.924074,3.074888
1992-09-07,22.362446,20.862303,23.937829,3.075526
1992-09-16,22.376018,20.87549,23.951755,3.076265
1992-09-26,22.389706,20.888743,23.965848,3.077105
1992-10-05,22.403506,20.902059,23.980107,3.078048
1992-10-15,22.417414,20.915435,23.994528,3.079093
1992-10-24,22.43143,20.928869,24.00911,3.080241
1992-11-03,22.445549,20.942356,24.02385,3.081494
1992-11-12,22.459769,20.955895,24.038744,3.082849
1992-11-22,22.474087,20.969482,24.053791,3.084309
1992-12-01,22.4885,20.983115,24.068988,3.085873
1992-12-11,22.503006,20.996791,24.084332,3.087541
1992-12-20,22.517602,21.010506,24.099821,3.089315
1992-12-30,22.532285,21.024258,24.11545,3.091192
1993-01-08,22.547052,21.038045,24.131219,3.093174
1993-01-18,22.561901,21.051864,24.147124,3.09526
1993-01-27,22.576828,21.065711,24.163161,3.09745
1993-02-06,22.591832,21.079585,24.179328,3.099743
1993-02-15,22.606908,21.093483,24.195622,3.102139
1993-02-25,22.622054,21.107401,24.21204,3.104639
1993-03-06,22.637268,21.121339,24.228579,3.10724
1993-03-16,22.652546,21.135292,24.245235,3.109943
1993-03-25,22.667886,21.149259,24.262005,3.112746
1993-04-04,22.683285,21.163237,24.278887,3.11565
1993-04-13,22.698739,21.177224,24.295876,3.118652
1993-04-23,22.714247,21.191217,24.31297,3.121753
1993-05-02,22.729806,21.205214,24.330164,3.12495
1993-05-12,22.745411,21.219212,24.347457,3.128245
1993-05-21,22.761061,21.23321,24.364843,3.131633
1993-05-31,22.776753,21.247205,24.382321,3.135116
1993-06-09,22.792484,21.261195,24.399885,3.13869
1993-06-19,22.808251,21.275177,24.417533,3.142356
1993-06-28,22.82405,21.289149,24.43526,3.146111
1993-07-08,22.83988,21.30311,24.453064,3.149954
1993-07-17,22.855737,21.317056,24.47094,3.153884
1993-07-27,22.871619,21.330987,24.488885,3.157898
1993-08-05,22.887522,21.344899,24.506895,3.161996
1993-08-15,22.903443,21.358791,24.524966,3.166175
1993-08-24,22.91938,21.372661,24.543094,3.170433
1993-09-03,22.935329,21.386506,24.561275,3.174769
1993-09-12,22.951289,21.400326,24.579505,3.179179
1993-09-22,22.967255,21.414116,24.597781,3.183665
1993-10-01,22.983224,21.427877,24.616098,3.188221
1993-10-11,22.999195,21.441606,24.634452,3.192846
1993-10-20,23.015164,21.4553,24.652839,3.197539
1993-10-30,23.031127,21.468959,24.671255,3.202296
1993-11-08,23.047083,21.48258,24.689696,3.207116
1993-11-18,23.063027,21.496161,24.708157,3.211996
1993-11-27,23.078957,21.509701,24.726634,3.216933
1993-12-07,23.094871,21.523197,24.745124,3.221927
1993-12-16,23.110764,21.536649,24.763621,3.226972
1993-12-26,23.126635,21.550054,24.782121,3.232067
1994-01-04,23.142479,21.56341,24.800621,3.237211
1994-01-14,23.158295,21.576716,24.819115,3.242399
1994-01-23,23.174078,21.58997,24.837599,3.247629
1994-02-02,23.189827,21.603171,24.856068,3.252897
1994-02-11,23.205537,21.616316,24.87452,3.258204
1994-02-21,23.221207,21.629404,24.892947,3.263543
1994-03-02,23.236832,21.642433,24.911347,3.268914
1994-03-12,23.25241,21.655402,24.929715,3.274313
1994-03-21,23.267937,21.668309,24.948045,3.279736
1994-03-31,23.283412,21.681152,24.966334,3.285182
1994-04-09,23.29883,21.69393,24.984577,3.290647
1994-04-19,23.314189,21.706642,25.002769,3.296127
1994-04-28,23.329485,21.719284,25.020905,3.301621
1994-05-08,23.344716,21.731857,25.038982,3.307125
1994-05-17,23.359878,21.744358,25.056993,3.312635
1994-05-27,23.374968,21.756785,25.074935,3.31815
1994-06-05,23.389984,21.769138,25.092802,3.323664
1994-06-15,23.404922,21.781414,25.110591,3.329177
1994-06-24,23.419778,21.793613,25.128296,3.334683
1994-07-04,23.434551,21.805732,25.145912,3.34018
1994-07-13,23.449236,21.817769,25.163435,3.345666
1994-07-23,23.463831,21.829724,25.180859,3.351135
1994-08-01,23.478333,21.841594,25.198181,3.356587
1994-08-11,23.492738,21.853379,25.215395,3.362016
1994-08-20,23.507044,21.865076,25.232496,3.36742
1994-08-30,23.521246,21.876685,25.24948,3.372795
1994-09-08,23.535343,21.888202,25.266342,3.37814
1994-09-18,23.549331,21.899628,25.283076,3.383448
1994-09-27,23.563206,21.910959,25.299679,3.38872
1994-10-07,23.576966,21.922196,25.316145,3.393949
1994-10-16,23.590608,21.933335,25.332469,3.399134
1994-10-26,23.604128,21.944376,25.348646,3.40427
1994-11-04,23.617523,21.955317,25.364673,3.409356
1994-11-14,23.63079,21.966156,25.380543,3.414387
1994-11-23,23.643926,21.976892,25.396252,3.41936
1994-12-03,23.656928,21.987522,25.411796,3.424274
1994-12-12,23.669792,21.998047,25.427168,3.429121
1994-12-22,23.682516,22.008462,25.442365,3.433903
1994-12-31,23.695096,22.018768,25.457382,3.438614
1995-01-10,23.707529,22.028963,25.472213,3.44325
1995-01-19,23.719811,22.039044,25.486855,3.447811
1995-01-29,23.731941,22.04901,25.501301,3.452291
1995-02-07,23.743914,22.05886,25.515548,3.456688
1995-02-17,23.755727,22.068591,25.529591,3.461
1995-02-26,23.767377,22.078203,25.543424,3.465221
1995-03-08,23.778862,22.087692,25.557043,3.469351
1995-03-17,23.790177,22.097058,25.570444,3.473386
1995-03-27,23.80132,22.106299,25.583621,3.477322
1995-04-05,23.812287,22.115412,25.59657,3.481158
1995-04-15,23.823075,22.124396,25.609286,3.48489
1995-04-24,23.833681,22.13325,25.621765,3.488515
1995-05-04,23.844102,22.141971,25.634001,3.49203
1995-05-13,23.854335,22.150558,25.645991,3.495433
1995-05-23,23.864376,22.159008,25.657729,3.498721
1995-06-01,23.874222,22.16732,25.669211,3.501891
1995-06-11,23.883871,22.175491,25.680433,3.504942
1995-06-20,23.893318,22.183521,25.691389,3.507868
1995-06-30,23.90256,22.191406,25.702076,3.51067
1995-07-09,23.911596,22.199145,25.712488,3.513343
1995-07-19,23.92042,22.206736,25.722622,3.515886
1995-07-28,23.929031,22.214177,25.732473,3.518296
1995-08-07,23.937424,22.221465,25.742036,3.520571
1995-08-16,23.945597,22.228599,25.751307,3.522708
1995-08-26,23.953547,22.235576,25.760283,3.524707
1995-09-04,23.96127,22.242395,25.768958,3.526563
1995-09-14,23.968763,22.249052,25.777328,3.528276
1995-09-23,23.976023,22.255547,25.785389,3.529842
1995-10-03,23.983047,22.261876,25.793137,3.531261
1995-10-12,23.989831,22.268037,25.800568,3.532531
1995-10-22,23.996373,22.274028,25.807678,3.53365
1995-10-31,24.002669,22.279847,25.814462,3.534615
1995-11-10,24.008716,22.285491,25.820917,3.535426
1995-11-19,24.014511,22.290958,25.827039,3.536081
1995-11-29,24.020051,22.296245,25.832823,3.536578
1995-12-08,24.025334,22.301351,25.83827,3.536919
1995-12-18,24.030363,22.306276,25.84338,3.537104
1995-12-27,24.035137,22.311022,25.848158,3.537136
1996-01-06,24.03966,22.315587,25.852605,3.537018
1996-01-15,24.043932,22.319973,25.856725,3.536752
1996-01-25,24.047955,22.324179,25.860519,3.53634
1996-02-03,24.05173,22.328207,25.863992,3.535785
1996-02-13,24.05526,22.332055,25.867147,3.535092
1996-02-22,24.058544,22.335726,25.869985,3.534259
1996-03-03,24.061586,22.339218,25.87251,3.533292
1996-03-12,24.064387,22.342532,25.874725,3.532193
1996-03-22,24.066947,22.345668,25.876633,3.530965
1996-04-01,24.069269,22.348627,25.878237,3.52961
1996-04-10,24.071354,22.351407,25.879541,3.528134
1996-04-20,24.073204,22.354011,25.880547,3.526536
1996-04-29,24.074821,22.356437,25.881258,3.524821
1996-05-09,24.076205,22.358686,25.881678,3.522992
1996-05-18,24.077359,22.360757,25.881811,3.521054
1996-05-28,24.078284,22.362652,25.881658,3.519006
1996-06-06,24.078981,22.364369,25.881224,3.516855
1996-06-16,24.079453,22.36591,25.880512,3.514602
1996-06-25,24.0797,22.367273,25.879525,3.512252
1996-07-05,24.079725,22.36846,25.878267,3.509807
1996-07-14,24.079529,22.369469,25.87674,3.507271
1996-07-24,24.079113,22.370302,25.874949,3.504647
1996-08-02,24.07848,22.370957,25.872896,3.501939
1996-08-12,24.07763,22.371436,25.870585,3.499149
1996-08-21,24.076566,22.371737,25.868019,3.496282
1996-08-31,24.075289,22.371862,25.865203,3.493341
1996-09-09,24.073801,22.371809,25.862138,3.490329
1996-09-19,24.072103,22.37158,25.858829,3.487249
1996-09-29,24.070197,22.371173,25.85528,3.484107
1996-10-08,24.068085,22.370589,25.851493,3.480904
1996-10-18,24.065767,22.369828,25.847472,3.477644
1996-10-27,24.063247,22.36889,25.843221,3.474331
1996-11-06,24.060525,22.367775,25.838743,3.470968
1996-11-15,24.057604,22.366482,25.834041,3.467559
1996-11-25,24.054484,22.365013,25.829119,3.464106
1996-12-04,24.051168,22.363366,25.823981,3.460615
1996-12-14,24.047656,22.361541,25.81863,3.457089
1996-12-23,24.043952,22.35954,25.813069,3.453529
1997-01-02,24.040056,22.357361,25.807302,3.449941
1997-01-11,24.03597,22.355005,25.801332,3.446327
1997-01-21,24.031696,22.352472,25.795163,3.442691
1997-01-30,24.027235,22.349761,25.788799,3.439038
1997-02-09,24.02259,22.346874,25.782242,3.435368
1997-02-18,24.017761,22.343809,25.775497,3.431688
1997-02-28,24.012751,22.340567,25.768566,3.427999
1997-03-09,24.007561,22.337149,25.761453,3.424304
1997-03-19,24.002192,22.333554,25.754162,3.420608
1997-03-28,23.996648,22.329781,25.746695,3.416914
1997-04-07,23.990928,22.325833,25.739057,3.413224
1997-04-16,23.985035,22.321708,25.73125,3.409542
1997-04-26,23.978971,22.317406,25.723278,3.405872
1997-05-05,23.972737,22.312929,25.715145,3.402216
1997-05-15,23.966335,22.308275,25.706853,3.398578
1997-05-24,23.959766,22.303446,25.698406,3.39496
1997-06-03,23.953033,22.298442,25.689806,3.391364
1997-06-12,23.946137,22.293263,25.681059,3.387796
1997-06-22,23.939079,22.287908,25.672165,3.384257
1997-07-01,23.931862,22.282379,25.66313,3.380751
1997-07-11,23.924487,22.276676,25.653955,3.377279
1997-07-20,23.916956,22.2708,25.644645,3.373845
1997-07-30,23.90927,22.26475,25.635201,3.370451
1997-08-08,23.901431,22.258526,25.625628,3.367102
1997-08-18,23.893442,22.252131,25.615928,3.363797
1997-08-27,23.885302,22.245563,25.606104,3.360541
1997-09-06,23.877015,22.238824,25.59616,3.357336
1997-09-15,23.868582,22.231914,25.586098,3.354184
1997-09-25,23.860005,22.224833,25.575921,3.351088
1997-10-04,23.851285,22.217583,25.565632,3.348049
1997-10-14,23.842424,22.210164,25.555233,3.345069
1997-10-23,23.833424,22.202576,25.544729,3.342153
1997-11-02,23.824286,22.194821,25.534121,3.3393
1997-11-11,23.815012,22.186898,25.523412,3.336514
1997-11-21,23.805605,22.17881,25.512605,3.333795
1997-11-30,23.796064,22.170556,25.501702,3.331146
1997-12-10,23.786393,22.162137,25.490707,3.32857
1997-12-19,23.776594,22.153555,25.479621,3.326066
1997-12-29,23.766666,22.14481,25.468448,3.323638
1998-01-07,23.756613,22.135904,25.457189,3.321285
1998-01-17,23.746436,22.126837,25.445847,3.31901
1998-01-26,23.736137,22.11761,25.434425,3.316815
1998-02-05,23.725718,22.108225,25.422925,3.3147
1998-02-14,23.715179,22.098683,25.411349,3.312666
1998-02-24,23.704523,22.088984,25.3997,3.310716
1998-03-05,23.693752,22.07913,25.387979,3.308849
1998-03-15,23.682867,22.069122,25.376189,3.307067
1998-03-24,23.67187,22.058963,25.364332,3.305369
1998-04-03,23.660763,22.048651,25.35241,3.303759
1998-04-12,23.649547,22.038191,25.340425,3.302234
1998-04-22,23.638224,22.027582,25.32838,3.300798
1998-05-01,23.626796,22.016826,25.316275,3.299449
1998-05-11,23.615264,22.005925,25.304113,3.298188
1998-05-20,23.60363,21.99488,25.291896,3.297016
1998-05-30,23.591896,21.983692,25.279626,3.295934
1998-06-08,23.580063,21.972365,25.267303,3.294938
1998-06-18,23.568134,21.960898,25.254931,3.294033
1998-06-27,23.556109,21.949294,25.24251,3.293216
1998-07-07,23.543991,21.937555,25.230043,3.292488
1998-07-16,23.531781,21.925683,25.21753,3.291847
1998-07-26,23.519481,21.913678,25.204974,3.291296
1998-08-04,23.507093,21.901544,25.192375,3.290831
1998-08-14,23.494618,21.889281,25.179735,3.290454
1998-08-23,23.482057,21.876893,25.167056,3.290163
1998-09-02,23.469414,21.864381,25.154339,3.289958
1998-09-11,23.456688,21.851746,25.141585,3.289839
1998-09-21,23.443883,21.838992,25.128795,3.289803
1998-09-30,23.430999,21.82612,25.115971,3.289851
1998-10-10,23.418038,21.813132,25.103113,3.289981
1998-10-19,23.405002,21.800031,25.090223,3.290192
1998-10-29,23.391893,21.786818,25.077302,3.290484
1998-11-07,23.378712,21.773497,25.064351,3.290854
1998-11-17,23.365461,21.760069,25.051371,3.291302
